id,date,latitude,longitude,temperature_c,precip_mm,humidity_pct,wind_speed_m_s,fwi_score,drought_code,ndvi,forest_cover_pct,landcover_class,elevation_m,slope_deg,population_density,fire_occurrence
row_2629_1663891200000,2022-09-23,-30.8515,28.0615,21.1,0,52,14.8,17.8,271.4,0.52,47,Savanna,2402,26.4,39,0
row_3817_1663891200000,2022-09-23,-32.5124,168.0769,19.3,0,28,6.8,8.2,179.3,0.44,95,Shrubland,1852,43.6,62,0
row_4039_1663891200000,2022-09-23,47.088,-125.5684,29.9,0,36,10.8,29.7,248.1,0.73,86,Urban,73,7.1,7657,0
row_1132_1663977600000,2022-09-24,61.5944,-56.9218,35,0,16,14.4,52,332,0.51,28,Barren,430,28.9,50,1
row_4131_1663977600000,2022-09-24,37.4928,121.3867,42.9,0,52,2.6,3.1,340.1,0.04,29,Savanna,1761,29.4,73,0
row_2204_1664064000000,2022-09-25,41.0414,-7.2762,31.4,24.6,81,5.9,0,431.6,0.87,45,Shrubland,634,6.9,3,0
row_2431_1664064000000,2022-09-25,-0.5131,84.6525,34.8,11.7,90,3.3,0,23.6,0.05,45,Grassland,2563,32.1,95,0
row_3776_1664064000000,2022-09-25,-34.196,69.9322,21.3,0,47,9.7,11.6,272.7,0.55,60,Grassland,150,33,66,0
row_271_1664150400000,2022-09-26,-48.7273,-97.1069,22.7,21.6,68,1.8,0,129,0.26,79,Shrubland,400,33.1,58,0
row_3328_1664150400000,2022-09-26,-0.113,-167.1333,23.5,16.3,78,0.1,0,130.1,0.31,82,Evergreen Forest,2838,18.6,41,0
row_1057_1664236800000,2022-09-27,-27.4939,152.0765,26,0,34,3,15.4,265.5,0.62,44,Deciduous Forest,1863,35.6,27,0
row_708_1664323200000,2022-09-28,19.7937,-133.3062,43.4,0,22,0.2,44.2,465.9,0.26,48,Urban,1903,19,7738,1
row_1476_1664323200000,2022-09-28,-8.6653,-5.6325,28.5,0,20,4.4,28.2,323.2,0.21,75,Grassland,2417,12.6,24,0
row_3789_1664323200000,2022-09-28,-47.3615,-150.6374,24,12.9,68,3.5,0,16.1,0.1,44,Urban,593,0.8,11534,0
row_4675_1664323200000,2022-09-28,56.0202,-66.3179,38.1,0,43,11.4,13.7,394.4,0.22,36,Barren,727,38.1,72,0
row_4935_1664323200000,2022-09-28,2.6364,175.203,35.1,0,24,10.6,43.3,316.4,0.5,71,Barren,1816,43.2,88,0
row_1529_1664409600000,2022-09-29,-35.9053,131.0361,21.9,0,42,1.4,1.7,312,0.18,62,Deciduous Forest,1623,21.7,57,0
row_1772_1664409600000,2022-09-29,-44.9919,-70.0398,25.5,1.6,68,0.2,0.2,212,0.74,74,Savanna,2088,21.3,90,0
row_2384_1664409600000,2022-09-29,-29.3488,-71.2271,25.3,16.8,91,7.6,0,346.3,0.08,88,Deciduous Forest,1315,5.4,99,0
row_1304_1664496000000,2022-09-30,-48.5544,-18.6368,19,14.2,87,13.7,0,309.1,0.4,81,Barren,1546,38.8,47,0
row_1642_1664496000000,2022-09-30,29.8256,-64.2084,35.3,20.1,73,1.4,0,265.7,0.03,31,Savanna,1603,9.6,16,0
row_3984_1664582400000,2022-10-01,50.2217,73.1212,20.2,15.2,89,2.8,0,384.3,0.35,81,Barren,1633,19.4,61,0
row_742_1664755200000,2022-10-03,-44.6273,56.2053,23.5,0,16,10.5,29.6,306.7,0.2,62,Deciduous Forest,492,31.5,62,0
row_1634_1664841600000,2022-10-04,60.9167,21.0536,20.1,9.6,88,4.4,0,375.4,0.16,23,Savanna,335,8.8,64,0
row_4534_1664841600000,2022-10-04,65.3756,-128.1505,21.4,3.9,63,9.4,0,178.3,0.33,88,Deciduous Forest,1257,5.6,48,0
row_3302_1664928000000,2022-10-05,-13.1605,-108.7207,26,0,34,10.5,24.8,350.1,0.05,9,Urban,1123,3.6,8340,0
row_4768_1665014400000,2022-10-06,-49.8427,136.5472,13.4,21.5,66,6.1,0,362.9,0.76,12,Deciduous Forest,1143,20.4,66,0
row_4904_1665014400000,2022-10-06,-6.6372,-4.7412,20.4,0,43,8.9,10.7,272.3,0.5,58,Evergreen Forest,2204,18.8,11,0
row_842_1665100800000,2022-10-07,29.3701,-22.4138,29.1,0,22,11.4,36.6,38.8,0.9,66,Evergreen Forest,442,13.9,19,1
row_2956_1665100800000,2022-10-07,-31.5655,6.7966,19.2,19.9,89,4.1,0,309.8,0.28,99,Grassland,2019,14.9,7,0
row_1750_1665187200000,2022-10-08,42.0084,166.7993,16.1,0,21,4.9,5.9,75.9,0.38,70,Urban,1576,22.2,1608,0
row_3597_1665273600000,2022-10-09,-28.8157,52.3212,26.5,6.5,71,12.2,0,246.3,0.29,6,Urban,711,31.6,18800,0
row_4645_1665273600000,2022-10-09,40.2662,-55.9154,27.8,0,52,8.8,10.6,138.5,0.48,26,Shrubland,1057,2.4,50,0
row_2573_1665360000000,2022-10-10,39.1078,-104.2725,22.3,0,40,2.2,2.6,318.2,0.06,76,Grassland,1515,41.8,42,0
row_4503_1665360000000,2022-10-10,50.1611,104.3749,20.1,8.3,78,1.5,0,277.8,0.66,20,Evergreen Forest,195,12.3,61,0
row_100_1665446400000,2022-10-11,48.4617,110.7272,20.5,0,52,6.3,7.6,223.6,0.6,75,Deciduous Forest,1099,18.1,89,0
row_119_1665446400000,2022-10-11,-18.7975,110.4404,17,0,19,7.6,9.1,245,0.68,74,Grassland,666,37.3,94,0
row_2217_1665446400000,2022-10-11,27.7948,-24.8774,19.9,2.3,82,6.2,0,157.1,0.69,57,Shrubland,475,27.3,98,0
row_251_1665532800000,2022-10-12,29.1844,-36.9795,25.2,0,44,4.3,5.2,61.4,0.44,57,Evergreen Forest,655,30.7,14,0
row_4702_1665532800000,2022-10-12,67.2081,178.5451,14.2,8.6,85,4.6,0,247.7,0.03,97,Deciduous Forest,832,0.4,24,0
row_3762_1665619200000,2022-10-13,32.6009,-167.9223,20.7,0,16,3,16.7,26.4,0.56,65,Evergreen Forest,1214,32.8,95,0
row_4558_1665619200000,2022-10-13,-34.1251,-72.2959,28.2,0,17,8.4,34,221.3,0.22,2,Grassland,669,43,12,1
row_165_1665705600000,2022-10-14,-22.6816,132.104,18.7,0,20,4.5,5.4,192,0.53,79,Grassland,1675,20.3,77,0
row_167_1665705600000,2022-10-14,-35.5865,134.5663,21.2,0,44,13.8,16.6,324.4,0.55,19,Shrubland,2875,42.6,41,0
row_240_1665792000000,2022-10-15,6.0106,10.6885,29.1,0,59,10.2,12.2,118.1,0.16,13,Shrubland,1908,19.9,26,0
row_4313_1665792000000,2022-10-15,52.1209,44.2051,22.9,0,49,0.9,1.1,141.4,0.16,41,Shrubland,1145,42.3,58,0
row_2212_1665878400000,2022-10-16,-11.1158,-87.8528,29.9,6.4,68,2.8,0,190.3,0.54,24,Shrubland,2421,0.2,31,0
row_290_1665964800000,2022-10-17,-40.0457,-26.2667,21,0,18,3.5,16.8,61.4,0.8,45,Barren,738,25.3,78,0
row_1898_1665964800000,2022-10-17,-1.4136,-168.8217,30.6,15.4,72,4.3,0,352.1,0.17,13,Savanna,2504,35.6,13,0
row_3057_1665964800000,2022-10-17,-21.7561,-122.4071,18.7,0,41,3.8,4.6,252.7,0.47,32,Shrubland,115,0.3,4,0
row_4249_1665964800000,2022-10-17,-12.5733,-26.191,29,0,38,5.2,20.5,334.8,0.78,59,Savanna,1331,33,29,0
row_4323_1665964800000,2022-10-17,19.6951,-22.9238,28.5,0,52,0.6,0.7,246.9,0.87,57,Savanna,2628,16.6,61,0
row_4764_1666051200000,2022-10-18,25.0145,-157.8394,16.8,7.5,70,11.6,0,301.4,0.3,92,Shrubland,637,33.9,29,0
row_2144_1666137600000,2022-10-19,20.332,-54.5356,22.9,19,89,1.7,0,274.3,0.84,62,Urban,754,8.5,15208,0
row_2245_1666137600000,2022-10-19,-2.421,-41.1154,31,0,45,10,12,377.7,0.57,20,Savanna,1226,15.1,98,0
row_2957_1666137600000,2022-10-19,-26.5614,-172.6345,27.3,0,59,6.8,8.2,147.8,0.14,92,Savanna,1464,34,89,0
row_4008_1666137600000,2022-10-19,7.8544,12.8112,32.2,21.1,84,6.4,0,345.4,0.38,97,Urban,2973,19.2,8440,0
row_1729_1666224000000,2022-10-20,-32.0015,-17.8526,26,0,57,13.9,16.7,381,0.43,20,Shrubland,163,15.8,49,0
row_4455_1666224000000,2022-10-20,26.8194,67.3169,29,0,18,9.2,35.5,46.7,0.35,94,Savanna,896,1.3,5,1
row_2686_1666310400000,2022-10-21,3.6948,137.5752,32.6,9.8,94,1.4,0,178,0.09,25,Deciduous Forest,236,41.4,18,0
row_4128_1666310400000,2022-10-21,-1.9607,159.5238,30.6,0,40,8.6,10.3,152.8,0.58,89,Barren,2910,13.4,84,0
row_4292_1666310400000,2022-10-21,-49.494,124.6938,22.1,0,33,3.6,11.1,347.8,0.46,28,Evergreen Forest,1132,20.5,61,0
row_4428_1666396800000,2022-10-22,41.0463,-96.9021,13.2,0,50,12.6,15.1,10.1,0.35,94,Evergreen Forest,2473,40.3,59,0
row_4686_1666396800000,2022-10-22,5.7863,-57.6187,21.9,0,26,4.1,14.6,117,0.62,56,Cropland,2936,22.9,7,0
row_670_1666483200000,2022-10-23,59.0523,-13.0401,19.4,0,33,10.5,12.6,155.5,0.67,4,Urban,2142,10.4,1900,0
row_2128_1666483200000,2022-10-23,31.8583,-38.4359,20.4,0,25,2.9,11.4,144.6,0.89,57,Barren,2249,3.3,95,0
row_2910_1666483200000,2022-10-23,-48.9111,25.6638,15.5,23.6,84,7.5,0,389.8,0.84,77,Savanna,373,38.6,55,0
row_3248_1666483200000,2022-10-23,-14.2316,171.9306,22.7,0,45,14.5,17.4,337.3,0.53,74,Grassland,327,29.5,46,0
row_3449_1666569600000,2022-10-24,-4.471,146.613,24.1,6.1,88,6.9,0,307.1,0.1,75,Shrubland,1756,27.8,63,0
row_34_1666656000000,2022-10-25,22.9084,112.1285,31,0,54,2.1,2.5,218.2,0.51,69,Shrubland,2836,21.9,19,0
row_626_1666656000000,2022-10-25,32.5922,121.1779,21,0,24,6.3,17.2,66.5,0.59,56,Cropland,2055,44.6,29,0
row_1738_1666656000000,2022-10-25,-39.5629,-148.3658,13.5,0,20,0.7,0.8,184.9,0.82,21,Savanna,2980,24.9,86,0
row_1869_1666656000000,2022-10-25,58.6057,69.9925,13.2,0,57,1,1.2,363.6,0.05,13,Deciduous Forest,330,7.7,77,0
row_4794_1666656000000,2022-10-25,-3.024,173.5914,32,21,77,7.3,0,73.2,0.08,95,Urban,2976,39.5,18957,0
row_631_1666742400000,2022-10-26,45.6453,94.7296,22.5,0,42,4.8,5.8,315.1,0.29,100,Grassland,632,14.3,50,0
row_1547_1666742400000,2022-10-26,11.3886,-172.5175,22.1,0,30,5.1,14,27.7,0.08,13,Evergreen Forest,158,11.9,22,0
row_4082_1666742400000,2022-10-26,48.0258,-150.6801,17.1,0,41,9.5,11.4,287.6,0.58,69,Urban,1632,4.1,10478,0
row_2363_1666828800000,2022-10-27,51.1202,-124.7121,13.6,11.5,62,5.5,0,24.5,0.33,57,Deciduous Forest,1378,15.6,79,0
row_3153_1666828800000,2022-10-27,38.2533,-90.3495,26.1,25,69,8.8,0,106.4,0.66,15,Cropland,741,17.2,36,0
row_1181_1666915200000,2022-10-28,11.8755,-164.5343,21.5,0,45,11.6,13.9,41.8,0.69,63,Barren,78,41.2,88,0
row_3200_1666915200000,2022-10-28,-33.5783,79.0472,15.5,9.4,95,0,0,127.2,0.26,34,Deciduous Forest,2258,37.1,68,0
row_1956_1667001600000,2022-10-29,68.3088,-174.8834,9.8,22.3,79,14.7,0,285.6,0.61,61,Savanna,2078,31.8,67,0
row_3310_1667001600000,2022-10-29,-45.3791,-19.8768,18.4,22.2,90,5,0,349.8,0.68,22,Grassland,640,32.3,18,0
row_939_1667088000000,2022-10-30,-37.3855,-68.0384,17.3,0,54,12.6,15.1,43.8,0.79,26,Evergreen Forest,1139,33.7,9,1
row_2024_1667088000000,2022-10-30,1.7903,66.8771,26,0,55,2.2,2.6,64.4,0.51,89,Savanna,877,42.6,63,0
row_2463_1667088000000,2022-10-30,46.3122,-27.2189,13.3,0,48,11.4,13.7,28.1,0.89,1,Urban,110,4.8,19907,0
row_4485_1667088000000,2022-10-30,45.871,-162.7047,24.5,0,42,5.3,6.4,272.6,0.14,27,Shrubland,623,9.3,77,0
row_4938_1667088000000,2022-10-30,27.5958,174.106,26.3,0,19,0.4,20.3,305.3,0.06,41,Savanna,562,24.8,72,0
row_4403_1667260800000,2022-11-01,43.3722,-34.8918,15,0,48,2.7,3.2,373.6,0.7,64,Urban,1271,6.3,17816,0
row_1881_1667347200000,2022-11-02,17.4333,-13.0627,22.1,0,44,1.3,1.6,321.8,0.15,70,Evergreen Forest,1053,23.6,86,0
row_3094_1667347200000,2022-11-02,-8.4353,119.2928,29.3,0,46,9.8,11.8,328.1,0.25,75,Savanna,1532,5.2,62,0
row_4420_1667347200000,2022-11-02,19.3311,36.2704,23.1,21.2,78,13.9,0,174.8,0.78,13,Barren,2272,43.8,90,0
row_174_1667433600000,2022-11-03,61.4074,-68.632,15.3,0,57,11.4,13.7,385.8,0.86,90,Savanna,1193,44.4,98,0
row_1966_1667433600000,2022-11-03,14.5175,71.8627,23.9,0,32,4.2,14.9,152.7,0.49,38,Urban,1958,28,15857,0
row_4482_1667520000000,2022-11-04,-28.7887,-108.1757,21.7,14.5,84,6.4,0,270.6,0.09,95,Grassland,432,7.3,92,0
row_1702_1667692800000,2022-11-06,66.3479,142.5997,10.1,17.2,91,13.6,0,111.1,0.29,22,Barren,1621,32,11,0
row_1850_1667692800000,2022-11-06,-25.4521,39.0657,20.9,0,39,1.4,3.5,364.4,0.4,12,Deciduous Forest,2312,3.6,8,0
row_3780_1667692800000,2022-11-06,67.5994,24.8558,18.1,9.7,71,14.6,0,53.4,0,52,Barren,2448,35.2,5,0
row_4146_1667692800000,2022-11-06,-45.8803,79.8075,12.4,0,38,1.3,1.6,16.4,0.09,76,Shrubland,537,38.4,16,0
row_1273_1667779200000,2022-11-07,-11.5328,37.5233,26.7,2.9,87,0.3,0,347.8,0.04,81,Evergreen Forest,1671,41.3,26,0
row_2096_1667865600000,2022-11-08,62.9437,118.9999,19.6,0,57,0.7,0.8,263.6,0.42,77,Shrubland,2430,24.9,69,0
row_2670_1667865600000,2022-11-08,66.1795,49.9767,20.8,0,28,6.9,15.3,309.4,0.8,81,Shrubland,2363,2.6,22,1
row_2466_1667952000000,2022-11-09,-34.0616,-73.2947,18.9,5.3,75,8.8,0,298,0.37,73,Evergreen Forest,549,31.4,96,0
row_3215_1667952000000,2022-11-09,11.955,154.1151,31.4,14.3,89,4.9,0,162,0.8,3,Savanna,1159,24.1,79,0
row_63_1668038400000,2022-11-10,57.6058,-55.1187,12.9,0,40,4.6,5.5,318.3,0.39,79,Urban,1941,41.5,12141,0
row_3147_1668038400000,2022-11-10,39.1339,51.0769,25.1,0,55,8.6,10.3,190,0.61,7,Shrubland,143,36.4,49,0
row_230_1668124800000,2022-11-11,4.2817,-156.0173,25.6,2.4,74,9.5,0,23.3,0.87,38,Shrubland,110,42.4,16,0
row_423_1668124800000,2022-11-11,-26.8277,-116.678,26.3,14.3,90,2.1,0,17.8,0.12,27,Urban,945,5.3,2245,0
row_915_1668124800000,2022-11-11,-16.2084,-52.2977,31.2,14.2,90,8.5,0,339.2,0.82,39,Savanna,834,24.1,88,0
row_2723_1668124800000,2022-11-11,51.8513,-153.0941,13.2,0,49,14.3,17.2,259.5,0.12,40,Barren,512,26.2,64,0
row_1676_1668211200000,2022-11-12,65.301,176.7743,13.6,0,33,0.3,0.4,14.1,0.62,10,Shrubland,1169,41.3,0,0
row_1161_1668297600000,2022-11-13,67.0621,105.0532,10.2,0,28,0.3,0.4,275.3,0.61,73,Deciduous Forest,1819,35.9,27,0
row_1450_1668297600000,2022-11-13,28.0475,-1.0435,20.2,21.4,65,10.2,0,72.1,0.44,9,Evergreen Forest,1279,30.5,49,0
row_4078_1668297600000,2022-11-13,66.9671,164.5415,23.5,2.7,88,11.1,0,201.3,0.58,43,Cropland,1405,39.6,90,0
row_2050_1668384000000,2022-11-14,-16.638,45.291,29.1,0,35,6.3,23.8,12.9,0.1,18,Grassland,1920,23.7,82,0
row_2063_1668384000000,2022-11-14,-35.3169,19.6823,18.3,3,89,9.9,0,48.1,0.56,57,Savanna,1739,27.7,69,0
row_2658_1668384000000,2022-11-14,-11.5906,-99.7958,31.5,11.9,67,1.6,0,272.5,0.59,52,Cropland,2620,14.4,51,0
row_2105_1668470400000,2022-11-15,24.768,138.5133,24,0,39,4.9,12.5,319.8,0.22,23,Grassland,497,13.1,6,0
row_4915_1668470400000,2022-11-15,47.8239,-67.1428,22.6,0,53,8,9.6,247.9,0.54,23,Grassland,1601,22,60,0
row_1428_1668556800000,2022-11-16,69.4113,-79.9734,19.6,6.8,79,14.6,0,342.7,0.59,23,Evergreen Forest,805,19.6,40,0
row_1849_1668556800000,2022-11-16,8.8454,164.4538,26.5,0,17,7,29.7,287.2,0.39,56,Shrubland,1445,31.3,26,1
row_2138_1668556800000,2022-11-16,-39.1341,-48.7999,17.8,0,26,7,8.4,25.7,0.53,26,Deciduous Forest,1829,10.7,6,0
row_3064_1668556800000,2022-11-16,-15.7595,66.8059,26.9,0,29,14.9,33.9,198.5,0.22,88,Evergreen Forest,2826,38.1,17,0
row_4828_1668556800000,2022-11-16,-21.5584,-74.0263,26.4,0,30,12.8,30.2,114,0.04,49,Savanna,1606,22.8,81,1
row_4986_1668556800000,2022-11-16,63.2317,27.3855,14.4,0,52,3.5,4.2,246.2,0.74,85,Cropland,2976,6.1,28,0
row_1258_1668643200000,2022-11-17,-29.0489,3.5189,16.2,15,75,5.9,0,36,0.5,44,Urban,2185,30.5,14555,0
row_3319_1668643200000,2022-11-17,44.0432,45.3675,16.2,0,49,0.2,0.2,97.3,0.1,39,Barren,752,36,72,0
row_4432_1668643200000,2022-11-17,9.4803,9.873,25.5,0,36,5.5,17.1,285.9,0.3,47,Cropland,936,9.8,21,0
row_2401_1668729600000,2022-11-18,4.686,86.9779,22,14.9,75,7.1,0,356,0.66,10,Savanna,1844,13.3,33,0
row_4492_1668729600000,2022-11-18,59.0084,76.4444,24.7,0,28,3,16.8,389.7,0.35,8,Grassland,319,41.9,81,0
row_1036_1668816000000,2022-11-19,52.0788,-161.3195,24.7,0,54,14.2,17,326.9,0.1,76,Deciduous Forest,361,23.1,35,0
row_1704_1668816000000,2022-11-19,23.6927,-108.2376,23.2,0,40,4.4,5.3,10.3,0.38,7,Deciduous Forest,176,10.1,99,0
row_3575_1668816000000,2022-11-19,51.534,-103.9171,13.5,0,46,8.5,10.2,27.5,0.06,24,Barren,1888,22.1,15,0
row_2755_1668902400000,2022-11-20,28.4358,-85.0334,28,0,44,0.2,0.2,133.1,0.7,1,Shrubland,2905,32.2,37,0
row_814_1668988800000,2022-11-21,26.0249,-106.0206,19.2,19.1,67,0.4,0,215.5,0.56,1,Grassland,59,13.1,35,0
row_1507_1669075200000,2022-11-22,31.1673,130.1535,20.2,0,31,7.7,14,147.6,0.65,88,Deciduous Forest,1047,21.1,66,0
row_3199_1669075200000,2022-11-22,-12.0721,130.6385,31.2,0,45,6.5,7.8,86.8,0.71,91,Urban,2491,5.7,6285,0
row_192_1669161600000,2022-11-23,10.7208,-161.1457,29.2,0,21,5.4,29.5,224.1,0.53,53,Cropland,325,18.6,19,0
row_1087_1669161600000,2022-11-23,-47.3246,-10.4168,14.5,0,39,2.9,3.5,85.6,0.63,15,Cropland,1346,43.1,71,0
row_1265_1669161600000,2022-11-23,10.467,115.9309,27.2,12.7,69,14.8,0,357.8,0.59,36,Shrubland,2401,41.9,7,0
row_3785_1669161600000,2022-11-23,-46.5641,-10.5619,26.6,0,52,12.3,14.8,326.2,0.32,5,Barren,2105,28.4,35,0
row_1638_1669248000000,2022-11-24,29.1957,-170.4007,27.4,9.8,75,1,0,180.6,0.35,33,Shrubland,1588,10.5,55,0
row_2622_1669334400000,2022-11-25,-23.1366,-155.9673,18.1,9.3,84,14.4,0,27.7,0.89,65,Evergreen Forest,2119,30.4,46,0
row_3191_1669334400000,2022-11-25,-8.0897,133.6781,32.9,0,50,3.2,3.8,13.1,0.63,37,Evergreen Forest,602,21.5,21,0
row_4508_1669334400000,2022-11-25,-21.7714,80.9113,25.3,0,46,10.5,12.6,154.8,0.85,36,Urban,548,33.3,17195,0
row_320_1669420800000,2022-11-26,-40.7856,-159.4871,23.4,0,34,3.4,12.1,140.8,0.71,67,Barren,2021,25,35,0
row_259_1669507200000,2022-11-27,46.1131,-123.5824,21.4,8.1,91,11,0,395.3,0.27,28,Grassland,1876,21,94,0
row_3737_1669507200000,2022-11-27,-13.2086,36.0714,25.9,0,43,14,16.8,88.7,0.59,27,Grassland,2469,40.3,10,1
row_3899_1669507200000,2022-11-27,62.9783,160.1355,14.4,0,45,0.5,0.6,200.2,0.56,26,Cropland,2740,33.8,71,0
row_4862_1669507200000,2022-11-27,15.0169,86.4719,31.2,0,40,14,33.6,132.8,0.4,23,Shrubland,2293,26.3,2,1
row_1065_1669593600000,2022-11-28,-11.8539,32.989,30.4,0,36,13.8,34,72,0.56,55,Deciduous Forest,2976,37,45,1
row_1079_1669593600000,2022-11-28,-3.9963,-44.3316,30.3,3,62,3.8,0,184.7,0.84,51,Shrubland,771,44.8,15,0
row_3895_1669593600000,2022-11-28,-3.0122,-86.0215,24.8,0,24,7.8,24.4,259,0.28,80,Cropland,325,29.9,60,0
row_1143_1669680000000,2022-11-29,-39.6924,107.4146,21.8,2.5,61,0.4,0,158.3,0.74,94,Urban,976,6.6,10505,0
row_2778_1669680000000,2022-11-29,-23.222,142.73,21.1,0,44,3.4,4.1,287.8,0.87,50,Grassland,194,8.6,85,0
row_3027_1669680000000,2022-11-29,-49.5804,-170.5268,24.5,2.1,67,2.5,0,354.2,0.32,34,Deciduous Forest,230,44.6,62,0
row_3058_1669680000000,2022-11-29,-18.4375,-49.6491,26.3,22.5,68,1.5,0,191.4,0.32,32,Grassland,2695,19.6,31,0
row_2213_1669766400000,2022-11-30,48.9008,-116.7516,17.1,3.4,78,9,0,288.6,0.56,14,Savanna,905,21.9,46,0
row_4177_1669766400000,2022-11-30,47.0539,-155.7966,16.3,0,35,9.6,11.5,171.8,0.7,54,Urban,402,37.3,1100,0
row_2246_1669852800000,2022-12-01,-30.3707,145.434,41.4,0,17,6.1,50.9,322.1,0.53,69,Deciduous Forest,797,31.5,6,1
row_2829_1669852800000,2022-12-01,-24.3512,145.4635,33,0,23,11.1,41.5,403.6,0.05,35,Savanna,1836,23.4,55,0
row_501_1669939200000,2022-12-02,-43.973,-176.3672,28.8,0,49,6.6,7.9,130.5,0.29,53,Shrubland,397,23.9,24,0
row_2402_1669939200000,2022-12-02,-22.529,141.7187,39.2,0,39,7.3,37.9,313.6,0.03,99,Barren,2949,35.8,90,1
row_1823_1670025600000,2022-12-03,-26.4165,-127.7956,32.3,6.8,93,9,0,346,0.32,28,Evergreen Forest,1110,6.5,5,0
row_4969_1670025600000,2022-12-03,-7.13,103.7578,38.1,0,47,6.3,7.6,433.3,0.35,87,Savanna,1816,19.7,22,0
row_3137_1670112000000,2022-12-04,0.5005,124.4568,31.6,0,21,6.3,34.6,309.2,0.77,78,Grassland,2007,38.5,14,1
row_808_1670198400000,2022-12-05,69.5775,109.7729,18.2,0,60,12.2,14.6,32.6,0.77,46,Evergreen Forest,2630,1,64,0
row_884_1670198400000,2022-12-05,10.2067,-48.2386,19.3,0,52,10.5,12.6,316.3,0.76,27,Deciduous Forest,507,6.7,8,0
row_4805_1670198400000,2022-12-05,-3.8719,-51.0659,40.1,0,29,0.1,35.9,295,0.83,17,Evergreen Forest,913,42.2,18,1
row_580_1670371200000,2022-12-07,46.946,-36.3451,13.9,0,40,6.6,7.9,236.2,0.14,24,Cropland,2918,17,34,0
row_1792_1670457600000,2022-12-08,30.8844,78.9664,15.3,0,38,1.9,2.3,338.2,0.57,4,Evergreen Forest,301,23.6,3,0
row_2909_1670457600000,2022-12-08,22.8466,-174.1227,27.3,0,37,14.7,30,247.5,0.4,100,Cropland,1356,38.6,31,0
row_3162_1670457600000,2022-12-08,65.4983,-85.1168,11.3,0,40,7.6,9.1,268.3,0.12,29,Urban,2102,28.7,18682,0
row_3175_1670457600000,2022-12-08,-43.1793,19.3228,31.1,0,25,5.2,30.5,307.7,0.5,84,Urban,506,10.2,2655,1
row_4636_1670457600000,2022-12-08,-14.1963,-108.1562,45,18.9,78,14.4,0,459.5,0.01,31,Savanna,481,0.9,80,0
row_1785_1670544000000,2022-12-09,-26.1424,57.1589,38.8,0,38,11.9,43.5,466.3,0.51,2,Grassland,122,22.6,83,1
row_1651_1670630400000,2022-12-10,-39.1421,-63.1943,34.4,0,33,6.3,32.6,292,0.32,2,Shrubland,870,35,18,1
row_2476_1670630400000,2022-12-10,0.3519,-72.8086,22.4,0,53,0.6,0.7,131.1,0.8,24,Evergreen Forest,1628,34.2,27,0
row_3040_1670630400000,2022-12-10,-15.5948,32.6283,35.2,0,35,1.7,27.6,127.1,0.16,98,Barren,2781,15.2,80,0
row_4770_1670630400000,2022-12-10,-3.8725,57.684,39.3,0,16,9,51.6,431.2,0.14,79,Barren,2457,3.9,64,0
row_3950_1670803200000,2022-12-12,-7.7799,-90.2575,39.9,0,37,6.4,38.8,399.9,0.8,37,Savanna,2252,8.4,18,1
row_4959_1670803200000,2022-12-12,18.0823,-0.7746,24.4,12.4,68,13.3,0,76.3,0.22,17,Cropland,892,11.6,52,0
row_643_1670889600000,2022-12-13,66.2669,-157.3663,19.7,8.5,94,0.4,0,203,0.81,47,Shrubland,257,19.5,23,0
row_2378_1670889600000,2022-12-13,44.0218,139.1054,15.5,0,35,5.9,7.1,388.3,0.42,72,Grassland,2300,7.4,33,0
row_911_1670976000000,2022-12-14,60.1993,121.0168,18.2,0,58,7.6,9.1,336.8,0.72,7,Shrubland,844,20.7,82,0
row_1063_1670976000000,2022-12-14,69.7576,122.093,12.1,0,18,13.2,15.8,280.2,0.38,43,Evergreen Forest,39,27.4,80,0
row_1799_1670976000000,2022-12-14,-17.02,-42.4514,44.2,0,54,5.5,6.6,255.9,0.69,31,Urban,390,32.9,9116,0
row_3398_1670976000000,2022-12-14,-14.3953,-154.8951,37.5,0,51,0.5,0.6,302.1,0.25,3,Shrubland,1728,16.9,56,0
row_2196_1671062400000,2022-12-15,52.4244,-23.3159,11.8,0,18,12.9,15.5,338.8,0.81,7,Barren,1534,24.4,40,1
row_1234_1671148800000,2022-12-16,7.9535,-123.3723,31,0,20,6.7,34.5,47.2,0.11,0,Barren,758,39.5,90,1
row_4964_1671148800000,2022-12-16,38.8058,30.7519,21.7,24.8,83,8.3,0,190.2,0.54,64,Evergreen Forest,2792,17.2,55,0
row_1984_1671235200000,2022-12-17,-42.6338,157.6683,40.8,0,51,7.8,9.4,386.8,0.67,65,Deciduous Forest,2590,31.3,85,0
row_2443_1671235200000,2022-12-17,34.7694,-56.5319,22.3,16.2,83,11.2,0,176.6,0.46,3,Grassland,2171,13.2,95,0
row_3589_1671235200000,2022-12-17,16.2204,-2.8454,22.2,23.9,65,11.9,0,264.7,0.19,83,Urban,1861,21,11405,0
row_472_1671321600000,2022-12-18,-4.4945,173.0167,42.8,0,28,1.7,42.1,235.9,0.44,53,Savanna,1131,17.8,24,1
row_1789_1671321600000,2022-12-18,-35.1667,-48.7272,39.3,16.6,87,5.3,0,326.4,0.81,98,Urban,2887,14.5,17934,0
row_2836_1671408000000,2022-12-19,6.6735,-102.054,32.1,20,88,4.3,0,392.4,0.18,5,Barren,1867,6,65,0
